"0",""
"0","# Date_of_Search <- ""_12.02.2021"""
"0","#   ""D:/OneDrive - University of Maryland/Classes/Fall 2021/Project/Data/"""
"0","# write.csv(apply(Taxi,2,as.character),paste0(directory_to_save,"
"0","# write.csv(apply(Uber,2,as.character),paste0(directory_to_save,"
"0","# write.csv(apply(Lyft,2,as.character),paste0(directory_to_save,"
"0","# write.csv(apply(Ridesharing_Services,2,as.character),"
"0","#                  Date_of_Search,"".csv""))"
"0","# write.csv(apply(Amtrak,2,as.character),paste0(directory_to_save,"
"0","# write.csv(apply(metro,2,as.character),paste0(directory_to_save,"
"0","# write.csv(apply(metrobus,2,as.character),paste0(directory_to_save,"
"0","#                                                 "".csv""))"
"0","#                  "".csv""))"
